,Ticker,Name,Weight (%),Price,Shares,Market Value,Sector,Year
31686,MTOR,MERITOR INC,0.01,23.46,24389.0,572165.94,Industrials,2017
31687,NPO,ENPRO INDUSTRIES INC,0.01,93.51,6041.0,564893.91,Industrials,2017
31688,MWA,MUELLER WATER PRODUCTS INC SERIES,0.01,12.53,44986.0,563674.58,Industrials,2017
31689,BRC,BRADY CORP CLASS A,0.01,37.9,14829.0,562019.1,Industrials,2017
31690,ALGT,ALLEGIANT TRAVEL,0.01,154.75,3627.0,561278.25,Industrials,2017
31691,FLOW,SPX FLOW INC,0.01,47.55,11761.0,559235.55,Industrials,2017
31692,EXPO,EXPONENT INC,0.01,71.1,7784.0,553442.4,Industrials,2017
31693,KAMN,KAMAN CORP,0.01,58.84,9059.0,533031.56,Industrials,2017
31694,HNI,HNI CORP,0.01,38.57,13638.0,526017.66,Industrials,2017
31695,TNET,TRINET GROUP INCINARY,0.01,44.34,11725.0,519886.5,Industrials,2017
31696,HUBG,HUB GROUP INC CLASS A,0.01,47.9,10683.0,511715.7,Industrials,2017
31697,SAIA,SAIA INC,0.01,70.75,7204.0,509683.0,Industrials,2017
31698,SNHY,SUN HYDRAULICS CORP,0.01,64.69,7786.0,503676.34,Industrials,2017
31699,BMCH,BMC STOCK HOLDINGS INC,0.01,25.3,19859.0,502432.7,Industrials,2017
31700,CBI,CHICAGO BRIDGE AND IRON NV,0.01,16.14,31125.0,502357.5,Industrials,2017
31701,TRTN,TRITON INTERNATIONAL LTD,0.01,37.45,13308.0,498384.6,Industrials,2017
31702,MRC,MRC GLOBAL INC,0.01,16.92,29139.0,493031.88,Industrials,2017
31703,FWRD,FORWARD AIR CORP,0.01,57.44,8533.0,490135.52,Industrials,2017
31704,MATW,MATTHEWS INTERNATIONAL CORP CLASS,0.01,52.8,9274.0,489667.2,Industrials,2017
31705,RUSHA,RUSH ENTERPRISES INC CLASS A,0.01,50.81,9561.0,485794.41,Industrials,2017
31706,AIMC,ALTRA INDUSTRIAL MOTION CORP,0.01,50.4,9367.0,472096.8,Industrials,2017
31707,PATK,PATRICK INDUSTRIES INC,0.01,69.45,6798.0,472121.1,Industrials,2017
31708,FCN,FTI CONSULTING INC,0.01,42.96,10904.0,468435.84,Industrials,2017
31709,ATU,ACTUANT CORP CLASS A,0.01,25.3,18410.0,465773.0,Industrials,2017
31710,FIX,COMFORT SYSTEMS USA INC,0.01,43.65,10630.0,463999.5,Industrials,2017
31711,ESE,ESCO TECHNOLOGIES INC,0.01,60.25,7674.0,462358.5,Industrials,2017
31712,MINI,MOBILE MINI INC,0.01,34.5,13309.0,459160.5,Industrials,2017
31713,HRI,HERC HOLDINGS INC,0.01,62.61,7210.0,451418.1,Industrials,2017
31714,AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,0.01,58.65,7587.0,444977.55,Industrials,2017
31715,CUB,CUBIC CORP,0.01,58.95,7474.0,440592.3,Industrials,2017
31716,AAON,AAON INC,0.01,36.7,11843.0,434638.1,Industrials,2017
31717,HSC,HARSCO CORP,0.01,18.65,23277.0,434116.05,Industrials,2017
31718,AIR,AAR CORP,0.01,39.29,10882.0,427553.78,Industrials,2017
31719,ATSG,AIR TRANSPORT SERVICES GROUP INC,0.01,23.14,18396.0,425683.44,Industrials,2017
31720,WNC,WABASH NATIONAL CORP,0.01,21.7,19566.0,424582.2,Industrials,2017
31721,TILE,INTERFACE INC,0.01,25.15,16805.0,422645.75,Industrials,2017
31722,MTW,MANITOWOC INC,0.0,39.34,10726.0,421960.84,Industrials,2017
31723,AAXN,AXON ENTERPRISE INC,0.0,26.5,15855.0,420157.5,Industrials,2017
31724,BGC,GENERAL CABLE CORP,0.0,29.6,14174.0,419550.4,Industrials,2017
31725,GBX,GREENBRIER INC,0.0,53.3,7839.0,417818.7,Industrials,2017
31726,MATX,MATSON INC,0.0,29.84,13961.0,416596.24,Industrials,2017
31727,ASTE,ASTEC INDUSTRIES INC,0.0,58.5,7030.0,411255.0,Industrials,2017
31728,HTZ,HERTZ GLOBAL HOLDINGS INC,0.0,22.1,18369.0,405954.9,Industrials,2017
31729,TGI,TRIUMPH GROUP INC,0.0,27.2,14792.0,402342.4,Industrials,2017
31730,GTLS,CHART INDUSTRIES INC,0.0,46.86,8563.0,401262.18,Industrials,2017
31731,AZZ,AZZ INC,0.0,51.1,7788.0,397966.8,Industrials,2017
31732,ACCO,ACCO BRANDS CORP,0.0,12.2,32318.0,394279.6,Industrials,2017
31733,TNC,TENNANT,0.0,72.65,5376.0,390566.4,Industrials,2017
31734,HEES,H AND E EQUIPMENT SERVICES INC,0.0,40.65,9497.0,386053.05,Industrials,2017
31735,APOG,APOGEE ENTERPRISES INC,0.0,45.73,8253.0,377409.69,Industrials,2017
31736,SPXC,SPX CORP,0.0,31.39,11761.0,369177.79,Industrials,2017
31737,SNDR,SCHNEIDER NATIONAL INC CLASS B,0.0,28.56,12950.0,369852.0,Industrials,2017
31738,SCS,STEELCASE INC CLASS A,0.0,15.2,24196.0,367779.2,Industrials,2017
31739,PRIM,PRIMORIS SERVICES CORP,0.0,27.19,13308.0,361844.52,Industrials,2017
31740,RAVN,RAVEN INDUSTRIES INC,0.0,34.35,10479.0,359953.65,Industrials,2017
31741,SXI,STANDEX INTERNATIONAL CORP,0.0,101.85,3517.0,358206.45,Industrials,2017
31742,GMS,GMS INC,0.0,37.64,9456.0,355923.84,Industrials,2017
31743,DNOW,NOW INC,0.0,11.03,32187.0,355022.61,Industrials,2017
31744,BGG,BRIGGS AND STRATTON CORP,0.0,25.37,13923.0,353226.51,Industrials,2017
31745,FSS,FEDERAL SIGNAL CORP,0.0,20.09,17392.0,349405.28,Industrials,2017
31746,MCRN,MILACRON HOLDINGS CORP,0.0,19.14,17980.0,344137.2,Industrials,2017
31747,TRS,TRIMAS CORP,0.0,26.75,12822.0,342988.5,Industrials,2017
31748,MGRC,MCGRATH RENT,0.0,46.98,7204.0,338443.92,Industrials,2017
31749,CBPX,CONTINENTAL BUILDING PRODUCTS INC,0.0,28.15,11973.0,337039.95,Industrials,2017
31750,AYR,AIRCASTLE LTD,0.0,23.39,14211.0,332395.29,Industrials,2017
31751,AVAV,AEROVIRONMENT INC,0.0,56.16,5914.0,332130.24,Industrials,2017
31752,KAI,KADANT INC,0.0,100.4,3279.0,329211.6,Industrials,2017
31753,HTLD,HEARTLAND EXPRESS INC,0.0,23.34,13859.0,323469.06,Industrials,2017
31754,ALG,ALAMO GROUP INC,0.0,112.87,2844.0,321002.28,Industrials,2017
31755,TBI,TRUEBLUE INC,0.0,27.5,11648.0,320320.0,Industrials,2017
31756,ADSW,ADVANCED DISPOSAL SERVICES INC,0.0,23.94,13297.0,318330.18,Industrials,2017
31757,KNL,KNOLL INC,0.0,23.04,13762.0,317076.48,Industrials,2017
31758,ECOL,US ECOLOGY INC,0.0,51.0,6204.0,316404.0,Industrials,2017
31759,VVI,VIAD CORP,0.0,55.4,5656.0,313342.4,Industrials,2017
31760,LNN,LINDSAY CORP,0.0,88.2,3555.0,313551.0,Industrials,2017
31761,KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,0.0,10.59,29568.0,313125.12,Industrials,2017
31762,ROCK,GIBRALTAR INDUSTRIES INC,0.0,33.0,9488.0,313104.0,Industrials,2017
31763,CMCO,COLUMBUS MCKINNON CORP,0.0,39.98,7666.0,306486.68,Industrials,2017
31764,LABL,MULTI COLOR CORP,0.0,74.85,3966.0,296855.1,Industrials,2017
31765,ICFI,ICF INTERNATIONAL INC,0.0,52.5,5610.0,294525.0,Industrials,2017
31766,WIRE,ENCORE WIRE CORP,0.0,48.65,5995.0,291656.75,Industrials,2017
31767,PGTI,PGT INNOVATIONS INC,0.0,16.85,17238.0,290460.3,Industrials,2017
31768,AEGN,AEGION CORP,0.0,25.43,11400.0,289902.0,Industrials,2017
31769,TPC,TUTOR PERINI CORP,0.0,25.35,11364.0,288077.4,Industrials,2017
31770,NCI,NAVIGANT CONSULTING INC,0.0,19.41,14830.0,287850.3,Industrials,2017
31771,HURN,HURON CONSULTING GROUP INC,0.0,40.45,6690.0,270610.5,Industrials,2017
31772,CBZ,CBIZ INC,0.0,15.45,17106.0,264287.7,Industrials,2017
31773,ARCB,ARCBEST CORP,0.0,35.75,7224.0,258258.0,Industrials,2017
31774,NCS,NCI BUILDING SYSTEMS INC,0.0,19.3,13253.0,255782.9,Industrials,2017
31775,LDL,LYDALL INC,0.0,50.75,4942.0,250806.5,Industrials,2017
31776,CIR,CIRCOR INTERNATIONAL INC,0.0,48.68,5124.0,249436.32,Industrials,2017
31777,HY,HYSTER YALE MATERIALS HANDLING INC,0.0,85.16,2917.0,248411.72,Industrials,2017
31778,NX,QUANEX BUILDING PRODUCTS CORP,0.0,23.4,10563.0,247174.2,Industrials,2017
31779,CWST,CASELLA WASTE SYSTEMS INC CLASS A,0.0,23.02,10682.0,245899.64,Industrials,2017
31780,ATRO,ASTRONICS CORP,0.0,41.47,5929.0,245875.63,Industrials,2017
31781,THR,THERMON GROUP HOLDINGS INC,0.0,23.67,10260.0,242854.2,Industrials,2017
31782,PLOW,DOUGLAS DYNAMICS INC,0.0,37.8,6372.0,240861.6,Industrials,2017
31783,QUAD,QUAD GRAPHICS INC CLASS A,0.0,22.6,10111.0,228508.6,Industrials,2017
31784,REVG,REV GROUP INC,0.0,32.53,6993.0,227482.29,Industrials,2017
31785,WMS,ADVANCED DRAINAGE SYSTEMS INC,0.0,23.85,9504.0,226670.4,Industrials,2017
31786,MRTN,MARTEN TRANSPORT LTD,0.0,20.3,10901.0,221290.3,Industrials,2017
31787,KELYA,KELLY SERVICES INC CLASS A,0.0,27.27,8076.0,220232.52,Industrials,2017
31788,NNBR,NN INC,0.0,27.6,7885.0,217626.0,Industrials,2017
31789,ECHO,ECHO GLOBAL LOGISTICS INC,0.0,28.0,7659.0,214452.0,Industrials,2017
31790,ATKR,ATKORE INTERNATIONAL GROUP INC,0.0,21.45,9953.0,213491.85,Industrials,2017
31791,KFRC,KFORCE INC,0.0,25.25,8236.0,207959.0,Industrials,2017
31792,TGH,TEXTAINER GROUP HOLDINGS LTD,0.0,21.5,9640.0,207260.0,Industrials,2017
31793,BRSS,GLOBAL BRASS AND COPPER HOLDINGS I,0.0,33.1,6160.0,203896.0,Industrials,2017
31794,RPXC,RPX CORP,0.0,13.44,15047.0,202231.68,Industrials,2017
31795,RRD,RR DONNELLEY AND SONS,0.0,9.3,21525.0,200182.5,Industrials,2017
31796,AGX,ARGAN INC,0.0,45.0,4445.0,200025.0,Industrials,2017
31797,CSWI,CSW INDUSTRIALS INC,0.0,45.95,4298.0,197493.1,Industrials,2017
31798,PLUG,PLUG POWER INC,0.0,2.36,83517.0,197100.12,Industrials,2017
31799,RUN,SUNRUN INC,0.0,5.9,30023.0,177135.7,Industrials,2017
31800,LKSD,LSC COMMUNICATIONS INC,0.0,15.15,11599.0,175724.85,Industrials,2017
31801,KBAL,KIMBALL INTERNATIONAL INC CLASS B,0.0,18.67,9426.0,175983.42,Industrials,2017
31802,TWI,TITAN INTERNATIONAL INC,0.0,12.88,13309.0,171419.92,Industrials,2017
31803,GRC,GORMAN-RUPP,0.0,31.21,5498.0,171592.58,Industrials,2017
31804,NVEE,NV5 GLOBAL INC,0.0,54.15,3172.0,171763.8,Industrials,2017
31805,GFF,GRIFFON CORP,0.0,20.35,8290.0,168701.5,Industrials,2017
31806,SP,SP PLUS CORP,0.0,37.1,4421.0,164019.1,Industrials,2017
31807,CSTE,CAESARSTONE LTD,0.0,22.0,7142.0,157124.0,Industrials,2017
31808,EBF,ENNIS INC,0.0,20.75,7566.0,156994.5,Industrials,2017
31809,SPAR,SPARTAN MOTORS INC,0.0,15.75,9892.0,155799.0,Industrials,2017
31810,SALT,SCORPIO BULKERS INC,0.0,7.4,20793.0,153868.2,Industrials,2017
31811,MYRG,MYR GROUP INC,0.0,35.73,4178.0,149279.94,Industrials,2017
31812,IIIN,INSTEEL INDUSTRIES INC,0.0,28.32,5036.0,142619.52,Industrials,2017
31813,CAI,CAI INTERNATIONAL INC,0.0,28.32,4983.0,141118.56,Industrials,2017
31814,CRAI,CRA INTERNATIONAL INC,0.0,44.95,3083.0,138580.85,Industrials,2017
31815,HCCI,HERITAGE CRYSTAL INC,0.0,21.75,6140.0,133545.0,Industrials,2017
31816,BBSI,BARRETT BUSINESS SERVICES INC,0.0,64.49,2043.0,131753.07,Industrials,2017
31817,NPK,NATIONAL PRESTO INDUSTRIES INC,0.0,99.45,1319.0,131174.55,Industrials,2017
31818,TWIN,TWIN DISC INC,0.0,26.57,4901.0,130219.57,Industrials,2017
31819,EGL,ENGILITY HOLDINGS INC,0.0,28.37,4556.0,129253.72,Industrials,2017
31820,INWK,INNERWORKINGS INC,0.0,10.03,12706.0,127441.18,Industrials,2017
31821,STRL,STERLING CONSTRUCTION INC,0.0,16.28,7837.0,127586.36,Industrials,2017
31822,HSII,HEIDRICK AND STRUGGLES INTERNATION,0.0,24.55,5210.0,127905.5,Industrials,2017
31823,CMRE,COSTAMARE INC,0.0,5.77,21013.0,121245.01,Industrials,2017
31824,DXPE,DXP ENTERPRISES INC,0.0,29.57,4048.0,119699.36,Industrials,2017
31825,VRTV,VERITIV CORP,0.0,28.9,4121.0,119096.9,Industrials,2017
31826,YRCW,YRC WORLDWIDE INC,0.0,14.38,8208.0,118031.04,Industrials,2017
31827,ARII,AMERICAN RAILCAR INDUSTRIES INC,0.0,41.64,2837.0,118132.68,Industrials,2017
31828,TISI,TEAM INC,0.0,14.9,7892.0,117590.8,Industrials,2017
31829,RECN,RESOURCES CONNECTION INC,0.0,15.45,7548.0,116616.6,Industrials,2017
31830,VICR,VICOR CORP,0.0,20.9,5473.0,114385.7,Industrials,2017
31831,PKOH,PARK OHIO HOLDINGS CORP,0.0,45.95,2460.0,113037.0,Industrials,2017
31832,WAIR,WESCO AIRCRAFT HOLDINGS INC,0.0,7.4,14960.0,110704.0,Industrials,2017
31833,EVI,ENVIROSTAR INC,0.0,40.0,2764.0,110560.0,Industrials,2017
31834,VSEC,VSE CORP,0.0,48.43,2284.0,110614.12,Industrials,2017
31835,FSTR,LB FOSTER,0.0,27.15,4090.0,111043.5,Industrials,2017
31836,ESND,ESSENDANT INC,0.0,9.27,11672.0,108199.44,Industrials,2017
31837,FORR,FORRESTER RESEARCH INC,0.0,44.2,2455.0,108511.0,Industrials,2017
31838,DSKE,DASEKE INC,0.0,14.29,7501.0,107189.29,Industrials,2017
31839,CVGI,COMMERCIAL VEHICLE GROUP INC,0.0,10.69,9963.0,106504.47,Industrials,2017
31840,BOOM,DMC GLOBAL INC,0.0,25.05,4189.0,104934.45,Industrials,2017
31841,TITN,TITAN MACHINERY INC,0.0,21.17,4958.0,104960.86,Industrials,2017
31842,MG,MISTRAS GROUP INC,0.0,23.47,4439.0,104183.33,Industrials,2017
31843,KEYW,KEYW HOLDING CORP,0.0,5.87,17288.0,101480.56,Industrials,2017
31844,AFI,ARMSTRONG FLOORING INC,0.0,16.92,5637.0,95378.04,Industrials,2017
31845,RUSHB,RUSH ENTERPRISES INC CLASS B,0.0,48.21,1980.0,95455.8,Industrials,2017
31846,PGEM,PLY GEM HOLDINGS INC,0.0,18.5,5069.0,93776.5,Industrials,2017
31847,NWPX,NORTHWEST PIPE,0.0,19.14,4845.0,92733.3,Industrials,2017
31848,GLDD,GREAT LAKES DREDGE AND DOCK CORP,0.0,5.4,17124.0,92469.6,Industrials,2017
31849,VEC,VECTRUS INC,0.0,30.85,2992.0,92303.2,Industrials,2017
31850,SB,SAFE BULKERS INC,0.0,3.23,28174.0,91002.02,Industrials,2017
31851,BW,BABCOCK AND WILCOX ENTERPRISES INC,0.0,5.68,16046.0,91141.28,Industrials,2017
31852,ERII,ENERGY RECOVERY INC,0.0,8.75,10307.0,90186.25,Industrials,2017
31853,CVTI,COVENANT TRANSPORTATION GROUP INC,0.0,28.73,3121.0,89666.33,Industrials,2017
31854,DCO,DUCOMMUN INC,0.0,28.45,3062.0,87113.9,Industrials,2017
31855,GNK,GENCO SHIPPING AND TRADING LTD,0.0,13.32,6503.0,86619.96,Industrials,2017
31856,WATT,ENERGOUS CORP,0.0,19.45,4408.0,85735.6,Industrials,2017
31857,NXEO,NEXEO SOLUTIONS INC,0.0,9.1,9426.0,85776.6,Industrials,2017
31858,MLR,MILLER INDUSTRIES INC,0.0,25.8,3110.0,80238.0,Industrials,2017
31859,FC,FRANKLIN COVEY,0.0,20.75,3887.0,80655.25,Industrials,2017
31860,EGLE,EAGLE BULK SHIPPING INC,0.0,4.48,17646.0,79054.08,Industrials,2017
31861,HURC,HURCO COMPANIES INC,0.0,42.2,1881.0,79378.2,Industrials,2017
31862,HBP,HUTTIG BUILDING PRODUCTS INC,0.0,6.65,11508.0,76528.2,Industrials,2017
31863,RVLT,REVOLUTION LIGHTING TECHNOLOGIES I,0.0,3.29,22466.0,73913.14,Industrials,2017
31864,GPX,GP STRATEGIES CORP,0.0,23.2,3118.0,72337.6,Industrials,2017
31865,POWL,POWELL INDUSTRIES INC,0.0,28.65,2487.0,71252.55,Industrials,2017
31866,EML,EASTERN,0.0,26.15,2652.0,69349.8,Industrials,2017
31867,BGSF,BG STAFFING INC,0.0,15.94,4296.0,68478.24,Industrials,2017
31868,SPA,SPARTON CORP,0.0,23.06,2971.0,68511.26,Industrials,2017
31869,HDSN,HUDSON TECHNOLOGIES INC,0.0,6.07,11125.0,67528.75,Industrials,2017
31870,LAYN,LAYNE CHRISTENSEN,0.0,12.55,5395.0,67707.25,Industrials,2017
31871,WLDN,WILLDAN GROUP INC,0.0,23.94,2664.0,63776.16,Industrials,2017
31872,GHM,GRAHAM CORP,0.0,20.93,3008.0,62957.44,Industrials,2017
31873,RRTS,ROADRUNNER TRANSPORTATION SYSTEMS,0.0,7.71,7865.0,60639.15,Industrials,2017
31874,OFLX,OMEGA FLEX INC,0.0,71.41,837.0,59770.17,Industrials,2017
31875,HDNG,HARDINGE INC,0.0,17.42,3462.0,60308.04,Industrials,2017
31876,AMOT,ALLIED MOTION TECHNOLOGIES INC,0.0,33.09,1825.0,60389.25,Industrials,2017
31877,ORN,ORION GROUP INC,0.0,7.83,7569.0,59265.27,Industrials,2017
31878,NM,NAVIOS MARITIME INC,0.0,1.2,47564.0,57076.8,Industrials,2017
31879,FBM,FOUNDATION BUILDING MATERIALS INC,0.0,14.79,3895.0,57607.05,Industrials,2017
31880,RAIL,FREIGHTCAR AMERICA INC,0.0,17.08,3333.0,56927.64,Industrials,2017
31881,PLPC,PREFORMED LINE PRODUCTS,0.0,71.05,767.0,54495.35,Industrials,2017
31882,ACTG,ACACIA RESEARCH CORP,0.0,4.05,13218.0,53532.9,Industrials,2017
31883,AMRC,AMERESCO INC CLASS A,0.0,8.6,5697.0,48994.2,Industrials,2017
31884,HCHC,HC HOLDINGS INC,0.0,5.95,7628.0,45386.6,Industrials,2017
31885,RLGT,RADIANT LOGISTIC INC,0.0,4.6,9787.0,45020.2,Industrials,2017
31886,LAWS,LAWSON PRODUCTS INC,0.0,24.75,1702.0,42124.5,Industrials,2017
31887,IESC,IES INC,0.0,17.25,2318.0,39985.5,Industrials,2017
31888,CECE,CECO ENVIRONMENTAL CORP,0.0,5.13,7568.0,38823.84,Industrials,2017
31889,GENC,GENCOR INDUSTRIES INC,0.0,16.55,2296.0,37998.8,Industrials,2017
31890,TPIC,TPI COMPOSITES INC,0.0,20.46,1828.0,37400.88,Industrials,2017
31891,HIL,HILL INTERNATIONAL INC,0.0,5.45,6874.0,37463.3,Industrials,2017
31892,LYTS,LSI INDUSTRIES INC,0.0,6.88,5448.0,37482.24,Industrials,2017
31893,ULH,UNIVERSAL LOGISTICS INC,0.0,23.75,1441.0,34223.75,Industrials,2017
31894,WLFC,WILLIS LEASE FINANCE CORP,0.0,24.97,1254.0,31312.38,Industrials,2017
31895,XONE,EXONE,0.0,8.4,3580.0,30072.0,Industrials,2017
31896,BLBD,BLUE BIRD CORP,0.0,19.9,1447.0,28795.3,Industrials,2017
31897,NL,NL INDUSTRIES INC,0.0,14.25,1930.0,27502.5,Industrials,2017
31898,ARC,ARC DOCUMENT SOLUTIONS INC,0.0,2.55,10468.0,26693.4,Industrials,2017
31899,VSLR,VIVINT SOLAR INC,0.0,4.05,5936.0,24040.8,Industrials,2017
31900,COGT,COGINT INC,0.0,4.4,4505.0,19822.0,Industrials,2017
31901,AQMS,AQUA METALS INC,0.0,2.13,3206.0,6828.78,Industrials,2017
31902,CIX,COMPX INTERNATIONAL INC,0.0,13.3,433.0,5758.9,Industrials,2017
31903,AAPL,APPLE INC,3.16,169.23,1579255.0,267257323.65,Information Technology,2017
31904,MSFT,MICROSOFT CORP,2.33,85.54,2305355.0,197200066.7,Information Technology,2017
31905,FB,FACEBOOK CLASS A INC,1.5,176.46,717375.0,126587992.5,Information Technology,2017
31906,GOOG,ALPHABET INC CLASS C,1.15,1046.4,92932.0,97244044.8,Information Technology,2017
31907,GOOGL,ALPHABET INC CLASS A,1.14,1053.4,91484.0,96369245.6,Information Technology,2017
31908,INTC,INTEL CORPORATION CORP,0.79,46.16,1448796.0,66876423.36,Information Technology,2017
31909,V,VISA INC CLASS A,0.75,114.02,559189.0,63758729.78,Information Technology,2017
31910,CSCO,CISCO SYSTEMS INC,0.69,38.3,1523403.0,58346334.9,Information Technology,2017
31911,MA,MASTERCARD INC CLASS A,0.52,151.36,289479.0,43815541.44,Information Technology,2017
31912,ORCL,ORACLE CORP,0.5,47.28,896284.0,42376307.52,Information Technology,2017
31913,IBM,INTERNATIONAL BUSINESS MACHINES CO,0.47,153.42,260194.0,39918963.48,Information Technology,2017
31914,NVDA,NVIDIA CORP,0.4,193.5,174690.0,33802515.0,Information Technology,2017
31915,TXN,TEXAS INSTRUMENT INC,0.38,104.44,306674.0,32029032.56,Information Technology,2017
31916,AVGO,BROADCOM LTD,0.38,256.9,124188.0,31903897.2,Information Technology,2017
31917,ACN,ACCENTURE PLC CLASS A,0.34,153.09,190518.0,29166400.62,Information Technology,2017
31918,QCOM,QUALCOMM INC,0.34,64.02,454203.0,29078076.06,Information Technology,2017
31919,ADBE,ADOBE SYSTEM INC,0.31,175.24,151744.0,26591618.56,Information Technology,2017
31920,PYPL,PAYPAL HOLDINGS INC,0.3,73.62,347838.0,25607833.56,Information Technology,2017
31921,CRM,SALESFORCE.COM INC,0.25,102.23,207672.0,21230308.56,Information Technology,2017
31922,AMAT,APPLIED MATERIAL INC,0.2,51.12,327290.0,16731064.8,Information Technology,2017
31923,ADP,AUTOMATIC DATA PROCESSING INC,0.19,117.19,137494.0,16112921.86,Information Technology,2017
31924,ATVI,ACTIVISION BLIZZARD INC,0.17,63.32,227205.0,14386620.6,Information Technology,2017
31925,MU,MICRON TECHNOLOGY INC,0.16,41.12,334428.0,13751679.36,Information Technology,2017
31926,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,0.15,71.02,179857.0,12773444.14,Information Technology,2017
31927,NXPI,NXP SEMICONDUCTORS NV,0.15,117.09,104892.0,12281804.28,Information Technology,2017
31928,INTU,INTUIT INC,0.14,157.78,74821.0,11805257.38,Information Technology,2017
31929,EBAY,EBAY INC,0.13,37.74,301363.0,11373439.62,Information Technology,2017
31930,HPQ,HP INC,0.13,21.01,515452.0,10829646.52,Information Technology,2017
31931,ADI,ANALOG DEVICES INC,0.12,89.03,112298.0,9997890.94,Information Technology,2017
31932,EA,ELECTRONIC ARTS INC,0.11,105.06,92438.0,9711536.28,Information Technology,2017
31933,FIS,FIDELITY NATIONAL INFORMATION SERV,0.11,94.09,101319.0,9533104.71,Information Technology,2017
31934,LRCX,LAM RESEARCH CORP,0.11,184.07,49508.0,9112937.56,Information Technology,2017
31935,FISV,FISERV INC,0.1,131.13,65407.0,8576819.91,Information Technology,2017
31936,GLW,CORNING INC,0.1,31.99,263846.0,8440433.54,Information Technology,2017
31937,DXC,DXC TECHNOLOGY,0.1,94.9,87372.0,8291602.8,Information Technology,2017
31938,APH,AMPHENOL CORP CLASS A,0.1,87.8,92146.0,8090418.8,Information Technology,2017
31939,WDC,WESTERN DIGITAL CORP,0.09,79.53,91312.0,7262043.36,Information Technology,2017
31940,HPE,HEWLETT PACKARD ENTERPRISE,0.08,14.36,499511.0,7172977.96,Information Technology,2017
31941,PAYX,PAYCHEX INC,0.08,68.08,98592.0,6712143.36,Information Technology,2017
31942,NOW,SERVICENOW INC,0.08,130.39,51091.0,6661755.49,Information Technology,2017
31943,ADSK,AUTODESK INC,0.08,104.83,63405.0,6646746.15,Information Technology,2017
31944,RHT,RED HAT INC,0.08,120.1,54111.0,6498731.1,Information Technology,2017
31945,MCHP,MICROCHIP TECHNOLOGY INC,0.07,87.88,69789.0,6133057.32,Information Technology,2017
31946,SWKS,SKYWORKS SOLUTIONS INC,0.06,94.95,56310.0,5346634.5,Information Technology,2017
31947,SYMC,SYMANTEC CORP,0.06,28.06,189154.0,5307661.24,Information Technology,2017
31948,FLT,FLEETCOR TECHNOLOGIES INC,0.06,192.43,27448.0,5281818.64,Information Technology,2017
31949,HRS,HARRIS CORP,0.06,141.65,36550.0,5177307.5,Information Technology,2017
31950,XLNX,XILINX INC,0.06,67.42,76022.0,5125403.24,Information Technology,2017
31951,KLAC,KLA TENCOR CORP,0.06,105.07,48527.0,5098731.89,Information Technology,2017
31952,DVMT,DELL TECHNOLOGIES CLASS V INC,0.06,81.28,62626.0,5090241.28,Information Technology,2017
31953,TWTR,TWITTER INC,0.06,24.01,204265.0,4904402.65,Information Technology,2017
31954,NTAP,NETAPP INC,0.05,55.32,84022.0,4648097.04,Information Technology,2017
31955,GPN,GLOBAL PAYMENTS INC,0.05,100.24,46360.0,4647126.4,Information Technology,2017
31956,MXIM,MAXIM INTEGRATED PRODUCTS INC,0.05,52.28,86927.0,4544543.56,Information Technology,2017
31957,MSI,MOTOROLA SOLUTIONS INC,0.05,90.34,49941.0,4511669.94,Information Technology,2017
31958,TSS,TOTAL SYSTEM SERVICES INC,0.05,79.09,55394.0,4381111.46,Information Technology,2017
31959,WDAY,WORKDAY INC CLASS A,0.05,101.74,41045.0,4175918.3,Information Technology,2017
31960,CTXS,CITRIX SYSTEMS INC,0.05,88.0,46135.0,4059880.0,Information Technology,2017
31961,PANW,PALO ALTO NETWORKS INC,0.05,144.94,27177.0,3939034.38,Information Technology,2017
31962,SNPS,SYNOPSYS INC,0.05,85.24,45645.0,3890779.8,Information Technology,2017
31963,ANSS,ANSYS INC,0.05,147.59,26054.0,3845309.86,Information Technology,2017
31964,ANET,ARISTA NETWORKS INC,0.05,235.58,16152.0,3805088.16,Information Technology,2017
31965,TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,0.04,109.78,34344.0,3770284.32,Information Technology,2017
31966,ADS,ALLIANCE DATA SYSTEMS CORP,0.04,253.48,14820.0,3756573.6,Information Technology,2017
31967,VNTV,VANTIV INC CLASS A,0.04,73.55,49015.0,3605053.25,Information Technology,2017
31968,SPLK,SPLUNK INC,0.04,82.84,43060.0,3567090.4,Information Technology,2017
31969,CDNS,CADENCE DESIGN SYSTEMS INC,0.04,41.82,84180.0,3520407.6,Information Technology,2017
31970,AKAM,AKAMAI TECHNOLOGIES INC,0.04,65.04,50604.0,3291284.16,Information Technology,2017
31971,IT,GARTNER INC,0.04,123.15,26663.0,3283548.45,Information Technology,2017
31972,JNPR,JUNIPER NETWORKS INC,0.04,28.5,114927.0,3275419.5,Information Technology,2017
31973,CSGP,COSTAR GROUP INC,0.04,296.95,10972.0,3258135.4,Information Technology,2017
31974,BR,BROADRIDGE FINANCIAL SOLUTIONS INC,0.04,90.58,35919.0,3253543.02,Information Technology,2017
31975,CA,CA INC,0.04,33.28,96211.0,3201902.08,Information Technology,2017
